020502013704;1
010404244707;1
020201737037;1
020103734461;1
020201871427;1
020503050018;1
020503349584;1
020503424200;1
020202384602;1
020104259762;1
020202678313;5
020104655773;1
020202816355;1
020203049702;5
010301637664;1
020204325240;1
020200564536;1
020701268369;1
010404883157;1
020204603063;1
010405160263;1
020201010717;1
020702317996;4
020204934604;1
020201246328;1
010405264015;1
020702793508;1
020205101235;5
020205231153;1
020201487789;4
020201863183;1
020205542582;1
010405437740;1
020202153436;1
020703222200;5
020703394640;5
020202256230;1
020300039805;4
020202680954;1
020704308500;1
020301076119;1
020203259001;1
010405690359;1
010405716448;1
020301213982;1
010405731446;1
010405861043;2
020203443882;1
020203444903;1
010406168709;1
010406218702;1
020801068148;4
020301797294;1
010200740802;1
020801797951;1
020802278726;1
020302453225;1
020400061931;1
020205172885;1
020900509202;1
020900733250;1
020400382766;5
020900962275;1
020400809127;1
020205844390;1
020400889362;1
020300026404;1
020401504865;1
020300344277;1
020401666873;1
021000391006;1
020300796756;1
020301066897;1
021000391327;1
021000497588;4
020301180818;4
020301305471;1
020402149807;1
020301472761;1
021000838220;1
021000988297;5
020301774890;1
020301973334;1
020403064546;1
020500013314;1
021001250142;1
021001271248;1
020302523377;1
021001959355;4
020400106269;1
020400158250;1
020500769615;5
020501047468;1
020501216074;1
020401285229;1
020501810506;4
020501898772;1
020401583401;1
021101785374;1
021101955403;1
020502249097;1
021102203484;1
020402212576;1
020402527456;1
020503236742;1
010408426793;1
010301655550;1
010301658375;1
010301667997;1
010515946758;1
010512252374;1
010514034269;1
010512471810;1
010512483614;1
010514164645;1
010512597192;1
020500059929;1
020503620170;1
010500016365;4
010500017560;1
021103361109;1
021200156761;5
020504045564;1
021200539073;1
020504418304;1
020504421106;1
010512636596;1
010516646500;1
010512642046;1
010516711043;1
010516736489;1
010516887255;1
010514389720;1
010512942096;1
010517155840;1
010517197335;1
010517367467;1
010401717024;1
010401746868;1
021201513582;1
020505039980;1
020501758503;1
021201866250;1
021202063671;1
020700482183;1
020503621053;1
020700971667;1
010515772075;1
010200885808;1
010514055501;1
010512486291;1
010516606955;1
010516879303;1
010517018498;1
010301981025;1
010514431611;1
010512845141;1
010512878500;1
010514500880;1
010302245469;4
010302285800;1
010513087010;1
010517800151;1
010513250620;1
010514658958;1
010518099700;1
010513456540;1
010513562227;1
010518738629;1
010518791100;1
010518881393;1
010519138751;1
010399230022;1
010515274464;1
010515286653;1
010200922418;1
010200956907;1
010521003504;1
010515377808;1
010521634316;1
010521828431;4
010110812509;1
010522575529;1
010523559054;1
010600002937;4
010514113538;1
010514205980;1
010515803767;1
010514299850;1
010514299924;1
010201140082;1
010514343041;1
010514502710;1
010516042032;1
010600206063;4
010600208462;1
010516217451;1
010514716590;1
010400049342;1
020201322240;1
020502337593;1
010404324896;1
020201583355;1
020502796332;1
020502830128;1
020201953510;1
020503154017;1
020202035175;1
020104239861;1
010600229007;1
010516525030;1
010600366606;1
010600401378;1
010516728456;4
010600495249;1
010516938132;1
010200057850;1
010515235472;1
010517110366;1
020202486202;1
020104301333;1
020104324517;1
020104364245;1
020503966971;1
020504134239;1
020504149242;1
020104641964;1
020203080766;1
020203149471;1
010201485111;1
010201596407;1
010517364642;1
010515403279;1
010600795683;1
010517653130;4
010517851269;4
010515551301;1
010515611261;1
010601169400;1
010601227034;1
020504545327;1
020203531105;1
020203771900;1
020203773908;1
020203890432;1
020105519565;1
020105534179;1
020700395597;1
020700436116;1
020700650127;1
010601234962;1
010515920291;1
010518778420;1
010518946474;1
010516012599;1
010516057751;1
010201799823;1
010400083689;1
010519782300;1
010519843619;1
010200070202;1
020700907887;1
020200544000;1
020701102268;2
020200694060;1
020701315153;1
020204687923;1
020702202508;1
010405065250;1
010400989642;3
010401150881;1
020702685340;1
010602310430;1
010516225879;1
010602508408;1
010520718549;1
010602571150;1
010602680825;1
010200105600;1
010516511936;1
010516539875;1
010602905853;1
010522407740;1
020702701000;1
020702744645;1
020205069849;5
020703001530;1
020703019826;4
020205260500;4
010405330780;1
010405349318;1
020205517931;4
020703922107;3
020800056541;1
010200179746;1
010516846322;1
010517172926;1
010600054212;1
010603384138;1
010603428681;1
010517753430;1
010517951954;2
010400155340;1
010518070412;1
010518152369;1
010515684679;4
010513870126;1
010515997223;1
010512264958;1
010513970427;1
010516019717;1
010516198343;1
010516251156;1
010110145291;1
010110200320;1
010514224686;1
020300957724;1
010405731206;1
020800692882;1
020301258687;1
020800902402;1
020203750971;1
020301610235;1
020203897981;1
020801185606;1
020801383333;1
010518219528;1
010518307566;1
010518345353;1
010518410108;1
010518474140;1
010202473119;1
010519099502;1
010400207990;1
010603812320;1
010603877006;1
010519363041;1
010100067012;1
010100089496;1
010100031792;1
010100006901;1
010100086671;1
010100093005;1
010100104264;2
010100109872;1
010100165309;1
010100183058;1
010100002801;1
010100066918;1
010100102186;1
010100109625;1
010100171969;1
010100132014;1
010100145408;1
010100025527;1
010100239470;1
010100239790;1
010100237070;1
010501631081;1
010501655149;1
010501685087;1
010501758722;1
010106834789;4
010501832310;1
010501460140;1
010110437135;1
010501535010;1
010502027348;1
010514226370;1
010516601347;1
010110314045;4
010517045290;1
010517206580;1
010517553544;1
010110473165;1
010513046800;1
010513367233;1
010518021704;1
010514779007;1
010302424644;1
010513473873;4
010518248582;1
010514847465;1
010200643573;1
010518694570;4
010514935256;1
010513522351;1
010513667815;1
020301976790;1
020302112289;1
020802331070;1
020204772505;4
020302741939;4
020900149542;1
020204839608;1
020900422216;1
020400260165;1
010400070680;1
010519520569;1
010300000174;1
010519984602;1
010520257062;4
010604110926;1
010604209185;1
010604272860;1
010200701426;1
010600470371;4
010523358742;1
010100290250;1
010100175025;1
010100606031;1
010100714365;1
010100741489;1
010100799577;1
010101189415;1
010101418778;1
010101454945;1
010100162805;1
010100180307;1
010100303735;1
010100377494;1
010100319485;1
010100383191;1
010100456202;1
010100455311;1
010100465743;1
010100592607;1
010100044086;4
010100027210;1
010100036053;1
010100668528;1
010101094964;1
010101291641;1
010100811136;1
010100892255;4
010101086226;1
010101261492;1
010101343018;1
010101420840;1
010101641695;1
010512997433;1
010517733603;1
010517867156;1
010517877588;1
010517899172;1
010513185875;1
010513260988;1
010518088561;1
010518097157;1
010518169203;1
010513718481;1
010513748888;1
010515250470;1
010515323190;1
010521236795;1
010521283700;1
010515424906;1
010522427256;1
010515592308;1
010600032875;1
010514759353;1
010518240791;1
010514839111;1
010302721485;1
010200739081;1
010514969505;1
010200791204;1
010200806620;1
010518729649;1
010519054580;4
010515001308;1
010515057491;1
010519530422;1
010515101856;1
010513733095;1
010515291935;1
010513820460;1
010200873619;1
010515450504;1
010515543124;1
010600038330;1
010515767251;1
010515780245;1
010515810348;1
010600081262;1
010110689975;1
010600091126;1
010201069136;1
010515844837;1
010600113059;1
010514454016;4
010600148679;1
010600169911;1
010514551355;1
010201214390;1
010600172336;1
010514569401;1
010514583519;1
010516095475;4
010514733034;4
010516371679;1
010516413576;1
010201359854;4
010201365946;1
010600521259;1
010515181139;1
010515215892;1
010515282313;1
010517160663;1
010201566579;4
010517654976;1
010600818884;1
010502217765;1
010502254421;1
010501759469;4
010105000043;1
010502288847;4
010501384080;1
010107750235;1
